"HMDB.ID","Sub_Class","Class"
"HMDB00545","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00546","Androstane steroids","Steroids and steroid derivatives"
"HMDB00547","","Homogeneous alkaline earth metal compounds"
"HMDB00548","Triradylcglycerols","Glycerolipids"
"HMDB00549","Gamma butyrolactones","Lactones"
"HMDB00550","Androstane steroids","Steroids and steroid derivatives"
"HMDB00551","Androstane steroids","Steroids and steroid derivatives"
"HMDB00552","Fatty acid esters","Fatty Acyls"
"HMDB00553","Diterpenoids","Prenol lipids"
"HMDB00554","Androstane steroids","Steroids and steroid derivatives"
"HMDB00555","Fatty acids and conjugates","Fatty Acyls"
"HMDB00556","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00557","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00558","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00559","Arylsulfates","Organic sulfuric acids and derivatives"
"HMDB00560","Fatty acids and conjugates","Fatty Acyls"
"HMDB00561","Tetraterpenoids","Prenol lipids"
"HMDB00562","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00563","","Phenylpropanoic acids"
"HMDB00564","Glycerophosphocholines","Glycerophospholipids"
"HMDB00565","Medium-chain hydroxy acids and derivatives","Hydroxy acids and derivatives"
"HMDB00567","Cinnamic acids","Cinnamic acids and derivatives"
"HMDB00568","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00569","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00570","Porphyrins","Tetrapyrroles and derivatives"
"HMDB00572","Tetracarboxylic acids and derivatives","Carboxylic acids and derivatives"
"HMDB00573","Fatty acids and conjugates","Fatty Acyls"
"HMDB00574","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00575","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00576","Dicarboxylic acids and derivatives","Carboxylic acids and derivatives"
"HMDB00577","Cholestane steroids","Steroids and steroid derivatives"
"HMDB00579","Porphyrins","Tetrapyrroles and derivatives"
"HMDB00580","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00582","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00583","Fatty amides","Fatty Acyls"
"HMDB00585","Fatty acyl glycosides","Fatty Acyls"
"HMDB00586","","Homogeneous alkali metal compounds"
"HMDB00588","","Homogeneous alkali metal compounds"
"HMDB00590","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00592","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00593","Glycerophosphocholines","Glycerophospholipids"
"HMDB00594","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00595","Organic carbonic acids","Organic carbonic acids and derivatives"
"HMDB00596","Glycosphingolipids","Sphingolipids"
"HMDB00598","Other non-metal sulfides","Other non-metal organides"
"HMDB00599","","Homogeneous transition metal compounds"
"HMDB00600","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00601","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00603","Fatty acids and conjugates","Fatty Acyls"
"HMDB00606","Short-chain hydroxy acids and derivatives","Hydroxy acids and derivatives"
"HMDB00607","Corrinoids","Tetrapyrroles and derivatives"
"HMDB00608","","Homogeneous transition metal compounds"
"HMDB00609","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00610","Steroid esters","Steroids and steroid derivatives"
"HMDB00611","Porphyrins","Tetrapyrroles and derivatives"
"HMDB00613","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00614","Glycerophosphoserines","Glycerophospholipids"
"HMDB00617","Furoic acid and derivatives","Furans"
"HMDB00618","Monosaccharides","Carbohydrates and carbohydrate conjugates"
"HMDB00619","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00620","Dicarboxylic acids and derivatives","Carboxylic acids and derivatives"
"HMDB00621","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00622","Fatty acids and conjugates","Fatty Acyls"
"HMDB00623","Fatty acids and conjugates","Fatty Acyls"
"HMDB00624","Fatty acids and conjugates","Fatty Acyls"
"HMDB00625","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00626","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00628","Androstane steroids","Steroids and steroid derivatives"
"HMDB00629","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00630","Pyrimidines and pyrimidine derivatives","Diazines"
"HMDB00631","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00632","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00633","Pterins and derivatives","Pteridines and derivatives"
"HMDB00634","Fatty acids and conjugates","Fatty Acyls"
"HMDB00635","Medium-chain keto acids and derivatives","Keto acids and derivatives"
"HMDB00637","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00638","Fatty acids and conjugates","Fatty Acyls"
"HMDB00639","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00640","","Oxepanes"
"HMDB00641","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00642","Fatty acids and conjugates","Fatty Acyls"
"HMDB00643","Porphyrins","Tetrapyrroles and derivatives"
"HMDB00644","Porphyrins","Tetrapyrroles and derivatives"
"HMDB00645","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00646","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00648","Glycosphingolipids","Sphingolipids"
"HMDB00649","Stigmastanes and derivatives","Steroids and steroid derivatives"
"HMDB00650","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00651","Fatty acid esters","Fatty Acyls"
"HMDB00652","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00653","Cholestane steroids","Steroids and steroid derivatives"
"HMDB00655","Cholestane steroids","Steroids and steroid derivatives"
"HMDB00656","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00657","","Homogeneous transition metal compounds"
"HMDB00658","Steroid esters","Steroids and steroid derivatives"
"HMDB00659","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00660","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00661","Dicarboxylic acids and derivatives","Carboxylic acids and derivatives"
"HMDB00662","","Homogeneous halogens"
"HMDB00663","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00664","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00665","Fatty acids and conjugates","Fatty Acyls"
"HMDB00666","Fatty acids and conjugates","Fatty Acyls"
"HMDB00667","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00668","Porphyrins","Tetrapyrroles and derivatives"
"HMDB00669","Phenylacetic acids","Benzene and substituted derivatives"
"HMDB00670","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00671","Indolyl carboxylic acids and derivatives","Indoles and derivatives"
"HMDB00672","Fatty acids and conjugates","Fatty Acyls"
"HMDB00673","Lineolic acids and derivatives","Fatty Acyls"
"HMDB00674","Glycerophosphates","Glycerophospholipids"
"HMDB00675","","Homogeneous halogens"
"HMDB00676","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00678","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00679","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00682","Arylsulfates","Organic sulfuric acids and derivatives"
"HMDB00683","Porphyrins","Tetrapyrroles and derivatives"
"HMDB00684","Carbonyl compounds","Organooxygen compounds"
"HMDB00686","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00687","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00688","Fatty acid esters","Fatty Acyls"
"HMDB00689","Fatty acids and conjugates","Fatty Acyls"
"HMDB00691","Dicarboxylic acids and derivatives","Carboxylic acids and derivatives"
"HMDB00692","","Homogeneous transition metal compounds"
"HMDB00693","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00694","Fatty acids and conjugates","Fatty Acyls"
"HMDB00695","Short-chain keto acids and derivatives","Keto acids and derivatives"
"HMDB00696","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00697","Porphyrins","Tetrapyrroles and derivatives"
"HMDB00698","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00699","Pyridinecarboxylic acids and derivatives","Pyridines and derivatives"
"HMDB00700","Beta hydroxy acids and derivatives","Hydroxy acids and derivatives"
"HMDB00701","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00703","","Benzene and substituted derivatives"
"HMDB00704","Pterins and derivatives","Pteridines and derivatives"
"HMDB00705","Fatty acid esters","Fatty Acyls"
"HMDB00706","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00707","Phenylpyruvic acid derivatives","Benzene and substituted derivatives"
"HMDB00708","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00709","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00710","Fatty acids and conjugates","Fatty Acyls"
"HMDB00711","Fatty acids and conjugates","Fatty Acyls"
"HMDB00712","Fatty acid esters","Fatty Acyls"
"HMDB00713","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00714","Benzoic acids and derivatives","Benzene and substituted derivatives"
"HMDB00715","Quinoline carboxylic acids","Quinolines and derivatives"
"HMDB00716","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00717","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00718","Fatty acids and conjugates","Fatty Acyls"
"HMDB00719","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00720","Gamma-keto acids and derivatives","Keto acids and derivatives"
"HMDB00721","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00722","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00725","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00726","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00727","Pterins and derivatives","Pteridines and derivatives"
"HMDB00728","Porphyrins","Tetrapyrroles and derivatives"
"HMDB00729","Alpha hydroxy acids and derivatives","Hydroxy acids and derivatives"
"HMDB00730","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00731","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00732","Carbonyl compounds","Organooxygen compounds"
"HMDB00733","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00734","Indoles","Indoles and derivatives"
"HMDB00735","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00736","Fatty acid esters","Fatty Acyls"
"HMDB00737","Porphyrins","Tetrapyrroles and derivatives"
"HMDB00738","Indoles","Indoles and derivatives"
"HMDB00739","Tetracarboxylic acids and derivatives","Carboxylic acids and derivatives"
"HMDB00740","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00742","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00743","Porphyrins","Tetrapyrroles and derivatives"
"HMDB00744","Beta hydroxy acids and derivatives","Hydroxy acids and derivatives"
"HMDB00745","Hybrid peptides","Peptidomimetics"
"HMDB00746","Fatty acids and conjugates","Fatty Acyls"
"HMDB00747","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00748","","Phenylpropanoic acids"
"HMDB00749","Fatty acids and conjugates","Fatty Acyls"
"HMDB00750","1-hydroxy-4-unsubstituted benzenoids","Phenols"
"HMDB00751","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00752","Fatty acids and conjugates","Fatty Acyls"
"HMDB00753","Carbonyl compounds","Organooxygen compounds"
"HMDB00754","Fatty acids and conjugates","Fatty Acyls"
"HMDB00755","","Phenylpropanoic acids"
"HMDB00756","Fatty acid esters","Fatty Acyls"
"HMDB00757","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00759","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00760","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
"HMDB00761","Steroids and steroid derivatives","Lipids and lipid-like molecules"
"HMDB00763","Indolyl carboxylic acids and derivatives","Indoles and derivatives"
"HMDB00764","","Phenylpropanoic acids"
"HMDB00765","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00766","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00767","","Nucleoside and nucleotide analogues"
"HMDB00768","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00770","Glycosphingolipids","Sphingolipids"
"HMDB00772","Fatty acids and conjugates","Fatty Acyls"
"HMDB00773","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00774","Sulfated steroids","Steroids and steroid derivatives"
"HMDB00779","","Phenylpropanoic acids"
"HMDB00780","Porphyrins","Tetrapyrroles and derivatives"
"HMDB00781","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00782","Fatty acids and conjugates","Fatty Acyls"
"HMDB00783","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00784","Fatty acids and conjugates","Fatty Acyls"
"HMDB00785","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00786","Purines and purine derivatives","Imidazopyrimidines"
"HMDB00787","Pterins and derivatives","Pteridines and derivatives"
"HMDB00788","","Pyrimidine nucleosides"
"HMDB00789","Porphyrins","Tetrapyrroles and derivatives"
"HMDB00790","Ceramides","Sphingolipids"
"HMDB00791","Fatty acid esters","Fatty Acyls"
"HMDB00792","Fatty acids and conjugates","Fatty Acyls"
"HMDB00793","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00794","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00795","Diterpenoids","Prenol lipids"
"HMDB00796","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00797","1-ribosyl-imidazolecarboxamides","Imidazole ribonucleosides and ribonucleotides"
"HMDB00798","Fatty acid esters","Fatty Acyls"
"HMDB00801","Diterpenoids","Prenol lipids"
"HMDB00802","Pterins and derivatives","Pteridines and derivatives"
"HMDB00803","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00805","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00806","Fatty acids and conjugates","Fatty Acyls"
"HMDB00807","Carbohydrates and carbohydrate conjugates","Organooxygen compounds"
"HMDB00808","Amino acids peptides and analogues","Carboxylic acids and derivatives"
"HMDB00809","Glycosphingolipids","Sphingolipids"
"HMDB00810","Porphyrins","Tetrapyrroles and derivatives"
"HMDB00811","Bile acids alcohols and derivatives","Steroids and steroid derivatives"
